batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 09:31:13 EDT,all,IWM,248.43,180,5902.0,16114.0,2.73,-41312.08,1000728.0,4235680.0,-3234952.0,0.4196,0.4147,-0.0049,3.38,2.567,-0.0287,-0.6415,6.3
1,2026-03-18 09:31:13 EDT,all,QQQ,601.33,348,23553.0,25021.0,1.062,-6374.69,10586472.0,8615132.0,1971340.0,0.3122,0.2923,-0.0199,5.2,3.016,-0.1519,-0.0525,5.73
1,2026-03-18 09:31:13 EDT,all,SPXW,6689.49,639,30605.0,58738.0,1.919,-409.18,42117300.0,144406878.0,-102289578.0,0.2695,0.2628,-0.0068,51.25,2.118,0.2327,0.1301,2.67
1,2026-03-18 09:31:13 EDT,all,SPY,668.12,392,26271.0,81444.0,3.1,-19048.91,7757210.0,57741113.0,-49983902.0,0.2423,0.4506,0.2084,5.28,1.639,-0.1078,-1.004,8.28
1,2026-03-18 09:31:13 EDT,all,TLT,87.36,59,6320.0,1540.0,0.244,3551.06,286859.0,168136.0,118723.0,0.1677,0.1822,0.0145,0.4,6.852,0.0348,1.3308,8.78
2,2026-03-18 09:31:49 EDT,all,IWM,248.73,173,8445.0,26040.0,3.083,-41112.75,1158954.0,4873358.0,-3714404.0,0.4075,0.4069,-0.0006,3.28,2.525,-0.3547,-0.2498,8.21
2,2026-03-18 09:31:49 EDT,all,QQQ,601.34,339,27195.0,34350.0,1.263,-6725.37,10849810.0,10949905.0,-100096.0,0.2912,0.2986,0.0074,5.05,2.388,0.0898,-0.0048,5.93
2,2026-03-18 09:31:49 EDT,all,SPXW,6693.06,632,34455.0,62922.0,1.826,-395.9,47140862.0,144963512.0,-97822650.0,0.2636,0.2787,0.0151,50.2,2.125,0.002,0.2188,2.7
2,2026-03-18 09:31:49 EDT,all,SPY,668.29,396,37459.0,80636.0,2.153,-18773.46,9741150.0,59240860.0,-49499710.0,0.2514,0.44,0.1886,5.19,1.549,-0.1589,-0.4163,6.8
2,2026-03-18 09:31:49 EDT,all,TLT,87.35,60,7024.0,1549.0,0.221,4195.25,473499.0,169100.0,304399.0,0.1844,0.1762,-0.0082,0.4,6.991,0.1352,1.2179,8.59
3,2026-03-18 09:32:22 EDT,all,IWM,248.85,173,10252.0,29912.0,2.918,-41005.25,1306191.0,4879446.0,-3573254.0,0.4063,0.4076,0.0012,3.28,2.337,-0.0002,0.3742,8.63
3,2026-03-18 09:32:22 EDT,all,QQQ,601.92,329,32457.0,39566.0,1.219,-5950.76,12390124.0,12034750.0,355374.0,0.2663,0.3071,0.0408,4.96,2.332,0.0451,0.091,5.89
3,2026-03-18 09:32:22 EDT,all,SPXW,6695.57,621,36921.0,63584.0,1.722,-381.59,53069300.0,125723870.0,-72654570.0,0.267,0.2551,-0.0119,49.4,2.381,-0.1578,0.2552,2.67
3,2026-03-18 09:32:22 EDT,all,SPY,668.84,400,44726.0,89994.0,2.012,-18123.4,10938646.0,60007848.0,-49069202.0,0.2316,0.4863,0.2547,5.01,1.702,-0.0509,-0.259,6.62
3,2026-03-18 09:32:22 EDT,all,TLT,87.38,59,3141.0,1702.0,0.542,4157.05,317309.0,174512.0,142798.0,0.1873,0.1733,-0.014,0.4,9.884,0.0543,0.5094,6.14
4,2026-03-18 09:32:55 EDT,all,IWM,248.58,174,11834.0,30619.0,2.587,-41325.06,1336191.0,4827012.0,-3490822.0,0.4166,0.4086,-0.0081,3.31,2.237,0.2791,-0.3036,8.41
4,2026-03-18 09:32:55 EDT,all,QQQ,601.56,344,37975.0,43657.0,1.15,-6520.76,12679556.0,13100960.0,-421404.0,0.318,0.2859,-0.032,4.94,1.956,-0.0076,-0.1293,5.88
4,2026-03-18 09:32:55 EDT,all,SPXW,6697.82,616,42139.0,67664.0,1.606,-370.56,57496965.0,135158688.0,-77661722.0,0.2601,0.2559,-0.0042,49.0,2.362,0.0247,0.0126,2.7
4,2026-03-18 09:32:55 EDT,all,SPY,668.74,384,54363.0,95866.0,1.763,-18232.54,11771513.0,53417790.0,-41646276.0,0.2426,0.4483,0.2058,4.99,1.534,-0.072,-0.3496,6.28
4,2026-03-18 09:32:55 EDT,all,TLT,87.35,59,2973.0,1845.0,0.621,3846.36,305734.0,178488.0,127247.0,0.1857,0.172,-0.0138,0.4,10.076,-0.1149,0.327,6.28
5,2026-03-18 09:33:30 EDT,all,IWM,248.46,176,12581.0,33162.0,2.636,-41515.34,1352800.0,5416590.0,-4063790.0,0.4188,0.412,-0.0068,3.39,2.264,-0.0945,-0.5132,8.25
5,2026-03-18 09:33:30 EDT,all,QQQ,601.78,342,40314.0,47533.0,1.179,-6356.03,13173625.0,13452234.0,-278608.0,0.2806,0.3107,0.0301,4.94,1.834,0.134,0.1521,5.84
5,2026-03-18 09:33:30 EDT,all,SPXW,6695.54,623,43996.0,70453.0,1.601,-377.47,57645682.0,145108325.0,-87462642.0,0.2604,0.2679,0.0075,49.45,2.197,0.0685,-0.0598,2.68
5,2026-03-18 09:33:30 EDT,all,SPY,668.55,383,62394.0,100356.0,1.608,-18306.41,12699214.0,50405530.0,-37706316.0,0.2407,0.4403,0.1997,4.99,1.541,0.0341,-0.1348,6.15
5,2026-03-18 09:33:30 EDT,all,TLT,87.34,57,2420.0,1907.0,0.788,3286.89,95850.0,186526.0,-90676.0,0.1776,0.1746,-0.0031,0.4,10.431,-0.1903,0.2109,6.5
6,2026-03-18 09:34:07 EDT,all,IWM,248.47,179,15065.0,38149.0,2.532,-41082.32,1563247.0,6905851.0,-5342604.0,0.4259,0.418,-0.0078,3.44,2.238,-0.2342,-0.8003,8.35
6,2026-03-18 09:34:07 EDT,all,QQQ,601.86,340,45357.0,51870.0,1.144,-6331.4,13927422.0,14231532.0,-304110.0,0.2785,0.3053,0.0268,4.96,1.732,0.0334,0.1103,5.88
6,2026-03-18 09:34:07 EDT,all,SPXW,6697.34,622,46649.0,97009.0,2.08,-368.71,58985545.0,163525082.0,-104539538.0,0.2513,0.2629,0.0116,49.55,2.459,-0.1266,-0.0357,3.2
6,2026-03-18 09:34:07 EDT,all,SPY,668.57,386,70132.0,107569.0,1.534,-18236.91,13974412.0,51738204.0,-37763792.0,0.2401,0.4522,0.2122,5.03,1.62,0.1975,-0.3386,6.2
6,2026-03-18 09:34:07 EDT,all,TLT,87.33,57,2148.0,2020.0,0.94,3473.03,234756.0,187985.0,46770.0,0.1827,0.1711,-0.0117,0.41,11.943,-0.1863,-0.0313,6.98
7,2026-03-18 09:34:40 EDT,all,IWM,248.3,178,16293.0,39558.0,2.428,-41317.34,1545758.0,6926191.0,-5380432.0,0.4209,0.4214,0.0005,3.4,2.301,0.1799,-0.1464,8.37
7,2026-03-18 09:34:40 EDT,all,QQQ,601.69,345,47539.0,53912.0,1.134,-6420.73,8631760.0,15003384.0,-6371625.0,0.302,0.2997,-0.0023,4.97,1.648,-0.0172,0.0381,5.81
7,2026-03-18 09:34:40 EDT,all,SPXW,6695.91,627,47774.0,101080.0,2.116,-378.71,60184118.0,169034658.0,-108850540.0,0.2553,0.2628,0.0075,49.5,2.233,-0.0468,-0.2401,3.21
7,2026-03-18 09:34:40 EDT,all,SPY,668.67,386,74837.0,112180.0,1.499,-18227.29,14782996.0,52501296.0,-37718300.0,0.2371,0.4526,0.2155,5.02,1.597,-0.0393,-0.0107,6.18
7,2026-03-18 09:34:40 EDT,all,TLT,87.33,58,2320.0,2022.0,0.872,3700.31,247872.0,186581.0,61291.0,0.1894,0.1711,-0.0183,0.41,11.084,0.0201,0.0643,6.47
8,2026-03-18 09:35:16 EDT,all,IWM,248.4,178,17236.0,48761.0,2.829,-41310.32,1669810.0,9225704.0,-7555894.0,0.4185,0.4199,0.0014,3.36,1.945,0.084,-0.1068,8.63
8,2026-03-18 09:35:16 EDT,all,QQQ,602.06,340,57456.0,59977.0,1.044,-6096.86,10543882.0,15545392.0,-5001509.0,0.2799,0.3117,0.0318,4.96,1.62,0.0668,0.0196,6.08
8,2026-03-18 09:35:16 EDT,all,SPXW,6698.4,620,50898.0,104221.0,2.048,-366.32,65146825.0,167533095.0,-102386270.0,0.2529,0.2664,0.0135,49.1,2.094,0.2123,-0.0099,3.2
8,2026-03-18 09:35:16 EDT,all,SPY,668.89,387,84113.0,117912.0,1.402,-17787.99,17270656.0,53016083.0,-35745428.0,0.2373,0.4494,0.2121,4.98,1.515,-0.1084,-0.0671,6.14
8,2026-03-18 09:35:16 EDT,all,TLT,87.33,59,2364.0,1573.0,0.665,4394.99,250475.0,81514.0,168960.0,0.1892,0.1738,-0.0155,0.41,12.157,0.0507,0.2343,6.76
9,2026-03-18 09:35:48 EDT,all,IWM,248.37,177,17819.0,52837.0,2.965,-41484.81,1732836.0,10533204.0,-8800368.0,0.4148,0.4184,0.0036,3.34,2.114,0.132,-0.0755,8.52
9,2026-03-18 09:35:48 EDT,all,QQQ,602.15,338,60749.0,61568.0,1.013,-5726.1,11239826.0,15879372.0,-4639546.0,0.2767,0.3141,0.0374,4.93,1.636,-0.072,0.0102,6.0
9,2026-03-18 09:35:48 EDT,all,SPXW,6698.07,622,52629.0,106595.0,2.025,-367.5,66770908.0,171930935.0,-105160028.0,0.2522,0.2627,0.0105,49.05,2.318,0.0224,0.0739,3.19
9,2026-03-18 09:35:48 EDT,all,SPY,668.79,384,87082.0,119467.0,1.372,-17994.1,17372454.0,45513882.0,-28141427.0,0.2358,0.4616,0.2259,4.96,1.533,-0.0967,0.0451,6.0
9,2026-03-18 09:35:48 EDT,all,TLT,87.33,60,2324.0,1581.0,0.68,3458.78,246899.0,82352.0,164548.0,0.1872,0.1763,-0.0109,0.41,12.431,0.0955,0.1184,6.77
10,2026-03-18 09:36:20 EDT,all,IWM,248.0,177,18788.0,55392.0,2.948,-42414.89,1694382.0,11318621.0,-9624240.0,0.4166,0.4174,0.0007,3.3,2.088,-0.0993,-0.4118,8.19
10,2026-03-18 09:36:20 EDT,all,QQQ,602.14,343,63203.0,65473.0,1.036,-5750.21,11740230.0,16622080.0,-4881850.0,0.2833,0.2994,0.0161,4.94,1.528,0.0733,0.0474,5.94
10,2026-03-18 09:36:20 EDT,all,SPXW,6698.43,632,54561.0,116943.0,2.143,-372.6,66614390.0,184449852.0,-117835462.0,0.2456,0.269,0.0234,48.7,2.661,-0.2114,0.0983,3.34
10,2026-03-18 09:36:20 EDT,all,SPY,668.76,383,92687.0,125331.0,1.352,-18086.22,18221739.0,46441412.0,-28219673.0,0.2341,0.4497,0.2156,4.97,1.457,-0.1575,-0.2264,6.01
10,2026-03-18 09:36:20 EDT,all,TLT,87.29,56,1863.0,1838.0,0.987,3944.29,69182.0,85824.0,-16643.0,0.18,0.1724,-0.0076,0.42,15.065,-0.1376,0.0579,6.57
11,2026-03-18 09:36:45 EDT,all,IWM,247.99,176,19543.0,56305.0,2.881,-42346.65,1714656.0,11277956.0,-9563300.0,0.4176,0.4151,-0.0025,3.28,2.199,0.1124,-0.2452,8.02
11,2026-03-18 09:36:45 EDT,all,QQQ,602.25,340,69815.0,66077.0,0.946,-5481.34,12576598.0,16788945.0,-4212348.0,0.2721,0.3126,0.0405,4.94,1.668,0.2069,0.021,6.01
11,2026-03-18 09:36:45 EDT,all,SPXW,6698.34,621,55537.0,117637.0,2.118,-370.58,69404332.0,176268442.0,-106864110.0,0.2519,0.2596,0.0077,48.6,2.638,-0.0859,0.3241,3.31
11,2026-03-18 09:36:45 EDT,all,SPY,668.8,382,97123.0,128264.0,1.321,-18098.93,18996676.0,46975729.0,-27979054.0,0.2365,0.4553,0.2188,4.95,1.457,-0.1424,-0.3382,6.03
11,2026-03-18 09:36:45 EDT,all,TLT,87.3,60,2437.0,2059.0,0.845,3411.62,241594.0,94316.0,147277.0,0.183,0.1752,-0.0077,0.41,13.621,-0.2021,0.3454,7.37
12,2026-03-18 09:37:11 EDT,all,IWM,248.26,172,20529.0,60433.0,2.944,-42152.3,1941760.0,11225059.0,-9283300.0,0.4089,0.4098,0.0009,3.26,1.97,-0.2104,0.0945,8.07
12,2026-03-18 09:37:11 EDT,all,QQQ,602.37,343,73863.0,69616.0,0.943,-5391.53,13904180.0,17411556.0,-3507376.0,0.2751,0.3132,0.0381,4.91,1.812,0.0451,0.1012,6.01
12,2026-03-18 09:37:11 EDT,all,SPXW,6697.19,612,56626.0,119166.0,2.104,-368.69,70075298.0,175066025.0,-104990728.0,0.2571,0.258,0.001,48.6,2.577,0.1499,0.2415,3.3
12,2026-03-18 09:37:11 EDT,all,SPY,668.99,383,101909.0,132388.0,1.299,-17558.08,19993286.0,46745070.0,-26751784.0,0.2321,0.4526,0.2205,4.89,1.567,-0.1214,-0.1748,6.05
12,2026-03-18 09:37:11 EDT,all,TLT,87.32,59,2364.0,1918.0,0.811,4079.58,236238.0,82650.0,153588.0,0.182,0.1779,-0.0041,0.41,13.916,-0.2191,0.3027,8.05
13,2026-03-18 09:37:36 EDT,all,IWM,248.35,172,22247.0,77078.0,3.465,-42123.0,2136334.0,11820764.0,-9684430.0,0.4056,0.4019,-0.0037,3.24,1.971,0.0411,-0.062,9.67
13,2026-03-18 09:37:36 EDT,all,QQQ,602.49,335,80814.0,72384.0,0.896,-4923.73,15361452.0,15552691.0,-191238.0,0.278,0.3036,0.0256,4.9,1.62,0.0648,0.173,5.96
13,2026-03-18 09:37:36 EDT,all,SPXW,6701.61,621,59264.0,118839.0,2.005,-344.65,77055805.0,174077148.0,-97021342.0,0.2513,0.2592,0.0079,47.9,2.339,-0.2386,0.1836,3.28
13,2026-03-18 09:37:36 EDT,all,SPY,669.1,383,111435.0,140875.0,1.264,-17275.38,22434131.0,47554882.0,-25120752.0,0.2353,0.4536,0.2182,4.86,1.558,0.0055,-0.1894,6.07
13,2026-03-18 09:37:36 EDT,all,TLT,87.32,59,2462.0,1941.0,0.788,4088.64,268178.0,82604.0,185574.0,0.1937,0.1727,-0.021,0.41,13.86,-0.1087,0.4139,7.96
14,2026-03-18 09:38:02 EDT,all,IWM,248.07,175,22996.0,78990.0,3.435,-42575.63,2074458.0,12388122.0,-10313664.0,0.406,0.4095,0.0035,3.22,2.449,0.2667,-0.6518,9.59
14,2026-03-18 09:38:02 EDT,all,QQQ,602.46,341,80268.0,76434.0,0.952,-5439.46,15746443.0,18594346.0,-2847903.0,0.2807,0.3004,0.0197,4.88,1.669,-0.0066,0.219,5.89
14,2026-03-18 09:38:02 EDT,all,SPXW,6699.37,648,60442.0,123813.0,2.048,-360.71,75369558.0,187025078.0,-111655520.0,0.2494,0.3382,0.0887,47.8,2.346,0.0385,-0.1156,3.27
14,2026-03-18 09:38:02 EDT,all,SPY,668.91,382,117010.0,145439.0,1.243,-17444.95,22766223.0,49157925.0,-26391702.0,0.2317,0.4543,0.2226,4.85,1.513,-0.1709,-0.0435,6.06
14,2026-03-18 09:38:02 EDT,all,TLT,87.31,58,2470.0,1860.0,0.753,8214.46,243101.0,64750.0,178351.0,0.1858,0.1734,-0.0124,0.41,14.084,-0.1331,0.4311,7.58
15,2026-03-18 09:38:27 EDT,all,IWM,247.93,173,22872.0,79579.0,3.479,-42933.42,2070420.0,12604869.0,-10534449.0,0.4023,0.4046,0.0023,3.18,2.645,0.1337,-0.6492,9.54
15,2026-03-18 09:38:27 EDT,all,QQQ,602.34,340,83188.0,78328.0,0.942,-5546.26,15982158.0,19167875.0,-3185718.0,0.2904,0.2864,-0.004,4.84,1.596,-0.0549,-0.0008,5.87
15,2026-03-18 09:38:27 EDT,all,SPXW,6700.26,612,61601.0,123111.0,1.999,-354.83,77701295.0,175876328.0,-98175032.0,0.2487,0.2564,0.0077,47.55,2.386,0.0217,0.0583,3.26
15,2026-03-18 09:38:27 EDT,all,SPY,669.03,380,120470.0,148018.0,1.229,-17312.96,23795658.0,49434924.0,-25639266.0,0.2302,0.4551,0.2249,4.83,1.491,0.0465,0.0757,6.03
15,2026-03-18 09:38:27 EDT,all,TLT,87.32,63,2953.0,2013.0,0.682,3640.5,314552.0,87639.0,226912.0,0.1851,0.1917,0.0065,0.4,12.929,-0.0832,0.2975,7.87
16,2026-03-18 09:38:53 EDT,all,IWM,248.27,171,24876.0,79581.0,3.199,-42615.22,2262945.0,12098558.0,-9835612.0,0.3996,0.3977,-0.0019,3.16,2.651,0.2472,-0.2116,9.39
16,2026-03-18 09:38:53 EDT,all,QQQ,602.46,329,86598.0,79831.0,0.922,-5119.29,16933354.0,16324370.0,608985.0,0.2775,0.2998,0.0223,4.82,1.454,-0.0903,-0.0881,5.81
16,2026-03-18 09:38:53 EDT,all,SPXW,6700.97,607,63304.0,124559.0,1.968,-346.63,82189132.0,169481892.0,-87292760.0,0.254,0.2532,-0.0008,47.15,2.294,-0.1759,0.1207,3.24
16,2026-03-18 09:38:53 EDT,all,SPY,669.21,379,125433.0,153623.0,1.225,-17174.21,25303656.0,49570048.0,-24266392.0,0.2273,0.4574,0.2301,4.79,1.484,0.078,0.0581,5.98
